,fold1,fold2,fold3,fold4,fold5,fold6,fold7,means
meats_and_seafood,3.48135316024983,2.22531268173511,3.12627420816243,2.74870231685361,3.49466051663537,2.88018413022513,2.75729107975202,2.9591111562305
meal_ready_eat,2.66140444121863,2.46960048035417,2.98668605019216,3.34872276896715,2.83138189374341,2.2617563980614,3.26642607723382,2.83228258711011
restaurant,3.39957899863879,2.68869023127493,2.14315624375102,2.36053347312108,1.99766820984487,2.04599415728444,2.59994584722728,2.4622238801632
fat_oil_freq,1.93722957566111,2.38161872113837,2.92707034521332,2.82129181713337,2.52009262655887,2.08692643896055,2.26512760124023,2.41990816084369
infant_diet,1.34953333145789,1.50562957318537,2.06073747651248,1.88941493863084,2.45863347463748,1.67766396659602,1.67778617696327,1.80277127685476
env_tobacco,3.10251609607239,1.84727244373372,1.83276011371012,0.898903216196577,0.60613657299251,1.57671031519244,2.26152980565801,1.73226122336511
gluten_allergy,2.3388012111264,1.6614602274579,2.02259059080168,1.51940489685425,1.47810073155306,2.59260270905407,0.380361720354132,1.71333172674307
min_time_antibiotics,0.302718204689434,0.706669904946392,1.1720013018958,0.968705391256299,1.05168713067815,1.29847402102674,1.14174113236269,0.948856726693643
csection,0.245778068211196,0.556926153991014,1.03846885417404,1.25041794650445,1.22416357769918,0.743035171395163,1.25056370454746,0.901336210931785
dog,0.236290812533283,0.651642356036509,0.865296027247175,0.681849257922046,0.969098178891243,0.54970364062095,0.520041409307821,0.639131668937004
other_GI_symptoms,0.416175117961439,1.11010969065383,0.672626605279969,0.303082794579828,0.899149589084092,0.311392883483829,0.483515493673361,0.599436024959479
prematurely_born,0.552701919508654,0.280959180850781,0.664788951088156,0.396805804987731,0.822341410189572,0.507786322286131,0.605005289684332,0.547198411227908
cat,0.133010255080568,0.624618648881041,0.580399797645851,0.538397539171596,0.720234021656255,0.35564623572303,0.56410881015203,0.502345044044339
recently_ill,0.0856074697871573,0.53194681837767,0.333199019726969,0.307169725415813,0.477993738722203,0.319613620242492,0.483435538479184,0.362709418678784
diarrhea,0.0935546130677977,0.0551313628899836,0.134180736918634,0.129628763625266,0.152072886808843,0.233478233408831,0.144121757475662,0.134595479170717
constipation,0,0.0388888888888889,0.0265108796048405,0.0240813873626374,0.0481009952057746,0.153357027256097,0.0346578309078309,0.046513858460867
