,fold1,fold2,fold3,fold4,fold5,fold6,fold7,means
g__Anaerostipes,1.67856724835441,1.21108087332553,1.53858184828197,1.46117628392023,1.53734207513236,0.81706057717909,1.22091932571599,1.35210403312994
s__Lactonifactor__longoviformis,1.38768264238762,0.978901577502206,1.5251970170745,1.80141593843087,1.10779450825356,1.27998867371384,1.38320803651989,1.35202691341178
f__Lachnospiraceae.6,1.19850041641671,1.20128264698424,1.25239224725204,1.65729489900537,1.20199738505229,1.28029069323227,1.63899857591926,1.34725098055174
f__Lachnospiraceae.8,1.58180060968087,1.02840886681014,1.15343193003307,1.85867372169825,1.3153602135613,1.05804356245141,1.33597279800795,1.33309881460614
s__PROV_t__154140,1.23742492636248,1.41415612600276,1.86160181031454,1.222664586762,1.74431333664795,0.766193217189109,1.01747989166159,1.32340484213435
g__Agathobaculum,1.22306509352911,1.00454376992092,1.68146769036226,1.43619742571398,1.53212734780549,0.815677997665049,1.47083471658999,1.30913057736954
s__PROV_t__186843,1.43286739801683,1.41094483755285,1.40684293603613,1.57869892198311,1.25039383956121,0.751625875432618,1.29364867678031,1.30357464076615
f__unclassified.12,1.20177265931469,1.02994705714406,1.24990195051173,1.53893255667002,1.42603451461304,0.948951253913571,1.62723173165061,1.28896738911682
s__Anaerofustis__stercorihominis,1.09524774382986,1.51908242762156,1.46813819027435,1.48263298306889,1.10540425930304,0.788884001505079,1.1592410366531,1.2312329488937
s__Streptococcus__mutans,0.961942205292274,1.54993976449775,1.56797949860189,1.40364937184651,0.814908641417722,1.53036522487791,0.780953752265268,1.22996263697133
f__unclassified.5,1.21501508434277,1.38720977306362,1.06371810927426,1.53818806104057,1.38547093695294,0.550446329403961,1.3390271598734,1.21129649342164
f__unclassified.10,1.20239783659019,1.02930486346324,1.16645752729933,1.16137068822694,1.17654552053638,1.20364427832502,1.15029213150733,1.15571612084977
s__Bacteroides__ovatus.2,1.24964685911665,0.811436112638323,1.25512557099265,1.3238547893165,1.1136219181034,0.643691629689645,1.5044057688385,1.12882609267081
s__Bacteroides__cellulosilyticus,0.958372023263793,0.802760291384544,1.36455589309172,1.50941011383587,1.36189624523162,0.624895824255113,1.27217874260764,1.1277241619529
s__Bacteroides_B__massiliensis,0.931884468904788,1.52730574108094,1.25973047432255,1.20844207556953,0.921762930947994,0.63013703793092,1.13339751074575,1.0875228913575
f__unclassified.1,0.949461283562499,1.15746554191411,1.10207705318258,0.939461166021738,1.11945640751929,0.916400777456563,1.25579034526317,1.06287322498856
s__Bittarella__massiliensis,1.12070205894175,0.919427218008316,1.15291191406261,1.10609619852296,1.05726218972544,0.926947109896073,1.1386579270065,1.06028637373767
g__Bacteroides_B,1.10589884315619,0.871656868806325,1.25786087403189,1.39218736933123,0.849827202279791,1.03282559674377,0.889362309844889,1.05708843774201
g__Eubacterium,1.15483900240244,0.81359267190861,1.1218448012586,0.897292477479546,1.15535444134177,0.651678879282568,1.30455733886106,1.01416565893351
f__unclassified.6,0.919872717382216,0.835055042441379,1.11556959851427,1.00461952519268,0.932211206861206,0.713925910779646,1.09600626792819,0.945322895585655
f__Oscillospiraceae.1,0.97199212651296,0.793158260727059,0.991667947732899,0.858302463043528,0.9158429884499,0.69743586567999,0.985965662499661,0.887766473520857
s__Intestinimonas__massiliensis,0.890857024062911,0.875280738557252,0.687114085950784,1.11039546284945,1.00103855795281,0.527761377858811,1.04269721051898,0.876449208250142
s__Prevotella__copri,1.02696171840744,0.721851961151385,0.810952961608669,0.993402173394489,0.896076416809591,0.741397639688043,0.916819644100064,0.872494645022812
s__Anaerotignum__lactatifermentans,0.967550242411565,0.889562958473625,0.964178526634658,1.05686151794758,0.72621964396577,0.625496213497355,0.828119907464404,0.865427001484994
f__unclassified.15,0.71480078661031,1.01417115150545,1.22761940824755,0.746997148320903,0.813516591213893,0.71759938978414,0.799023471697765,0.861961135340002
f__Lachnospiraceae.3,0.619131482413402,0.280470248372771,1.04376871668998,0.754030265857059,0.899469425010148,1.48795733403685,0.712995422689796,0.82826041358143
g__Lactobacillus_F,0.639473196524207,0.806234624722312,0.898262196051322,0.514890738595779,1.07868998403323,0.987544058207723,0.671285274922094,0.799482867579524
s__PROV_t__221653,0.865907078894646,0.487142949674595,0.794390687636099,1.19715089010239,0.631906237497293,0.696076873578569,0.630993894641662,0.75765265886075
f__Oscillospiraceae,0.70388536025067,0.804054276016627,0.958792744290253,0.791043812772316,0.754957715552683,0.600720229004267,0.682483150688866,0.756562469796526
f__unclassified.9,0.605564184040735,0.518718464778815,0.815634703208297,0.842866451101506,0.700046731040994,0.389712825668427,0.974819958916147,0.692480474107846
f__unclassified.11,0.88942614898788,0.808458576504217,0.664360846181732,0.681292416197001,0.609274997071408,0.447744898299088,0.745666899802784,0.692317826149158
s__PROV_t__160951,0.602313132186374,0.833450876702643,0.761074821949933,0.831104173064479,0.666961659380343,0.444733483990933,0.427376107482246,0.652430607822422
s__Phascolarctobacterium_A__succinatutens,0.803089230490795,0.589061060734931,0.992111194806491,0.661174349817228,0.512938428609061,0.171262301002167,0.804728302700663,0.647766409737334
g__Faecalibacterium.1,0.498362809855985,0.503864064535193,0.712300181888434,0.691632237116435,0.428267393245622,0.869052826004597,0.721096936778654,0.632082349917846
f__Lachnospiraceae.7,0.638031802882884,0.632424483785232,0.534797596366814,0.664734774722082,0.719003044742959,0.688423116836568,0.54687945871492,0.632042039721637
f__unclassified.7,0.804795517080126,0.589257878035686,0.701776362770685,0.694946786010948,0.567920500703149,0.35584272219486,0.581721870117037,0.61375166241607
f__Acutalibacteraceae,0.917851218031309,0.493048724197428,0.435510068284986,0.674259520674622,0.651635840998697,0.354672747556026,0.76314618644216,0.612874900883604
f__unclassified.2,0.565474467137518,0.493881079852442,0.435456698527531,0.305911396450729,0.73039905794358,1.08176701362473,0.664596131435283,0.611069406424545
f__unclassified.4,0.466261303913731,0.610873165228173,0.608703473803689,0.598061932894994,0.694981965475799,0.426126205902015,0.393292894658224,0.542614420268089
f__unclassified.3,0.399815344165487,0.504529326348454,0.327645423567212,0.608841654059495,0.437356862634218,0.108736820900399,0.41902932571895,0.400850679627745
s__Bacteroides__intestinalis,0.523033884127942,0.262041620063171,0.380200081092436,0.440699339940534,0.339703723854955,0.150676847844123,0.670213732369055,0.395224175613174
s__PROV_t__258134,0.398271199680658,0.165962611618313,0.215836818526277,0.400331206386334,0.542127838323402,0.219967760316838,0.535599872191508,0.35401390100619
f__Erysipelotrichaceae,0.349936567055967,0.372808503089257,0.358154423064039,0.295586001338188,0.285929092765498,0.379306204068223,0.399739032025056,0.348779974772318
f__Ruminococcaceae,0.299013367653075,0.216420084678787,0.182172129793517,0.400531993857871,0.585723284979443,0.240017187766834,0.0922737138543951,0.288021680369132
f__unclassified.8,0.200191160923471,0.16730183427439,0.627852748603564,0.2374446791704,0.101369748311419,0.390250819455677,0.233531075244961,0.279706009426269
s__Veillonella_A__seminalis,0.138571154272482,0.340818664114753,0.201639371043243,0.169664285213842,0.217611132386891,0.152746568515927,0.373502776572153,0.227793421731327
